ID,BEiT Class,Archetype,Lat,Lon,PGA μ(g),PGA σ(g),P(None),P(DS1) μ,P(DS1) σ,P(DS2) μ,P(DS2) σ,P(DS3) μ,P(DS3) σ,P(DS4) μ,P(DS4) σ,Mean DS,Loss Ratio
751,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.11117,85.86382,0.0969,0.0705,0.984,0.014,0.056,0.001,0.009,0.0,0.003,0.0,0.003,None,0.001
752,RCC_H1 flat roof,CR_LFINF_DUL_H1,30.06117,81.28882,0.0993,0.0794,0.978,0.02,0.067,0.002,0.011,0.0,0.003,0.0,0.003,None,0.002
753,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.61117,82.86382,0.0989,0.073,0.981,0.017,0.057,0.001,0.009,0.0,0.003,0.0,0.002,None,0.001
754,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.98882,0.1016,0.081,0.978,0.019,0.06,0.002,0.014,0.001,0.006,0.001,0.009,None,0.002
755,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.01382,0.0984,0.0739,0.985,0.013,0.046,0.001,0.014,0.001,0.006,0.001,0.01,None,0.002
756,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.93617,83.46382,0.1003,0.0812,0.978,0.018,0.063,0.002,0.014,0.001,0.006,0.001,0.007,None,0.002
757,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.96117,86.76382,0.1044,0.0834,0.974,0.023,0.071,0.002,0.012,0.001,0.004,0.0,0.005,None,0.002
758,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.18617,85.71382,0.1002,0.0676,0.984,0.015,0.048,0.001,0.004,0.0,0.001,0.0,0.0,None,0.001
759,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.33617,84.66382,0.093,0.0686,0.987,0.011,0.049,0.001,0.012,0.0,0.005,0.0,0.006,None,0.001
760,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,82.86382,0.0995,0.0727,0.983,0.015,0.053,0.001,0.012,0.0,0.005,0.0,0.006,None,0.002
761,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.16117,82.63882,0.1081,0.0986,0.973,0.02,0.07,0.003,0.022,0.001,0.011,0.002,0.023,None,0.005
762,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,84.13882,0.1002,0.0715,0.983,0.015,0.056,0.001,0.01,0.0,0.003,0.0,0.003,None,0.002
763,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,83.76382,0.1,0.0746,0.981,0.016,0.057,0.002,0.011,0.0,0.004,0.0,0.005,None,0.002
764,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.58617,87.06382,0.101,0.0721,0.982,0.016,0.052,0.001,0.008,0.0,0.003,0.0,0.003,None,0.001
765,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.38617,82.86382,0.1051,0.0784,0.977,0.021,0.068,0.002,0.009,0.0,0.002,0.0,0.002,None,0.002
766,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.81117,86.83882,0.0961,0.0669,0.986,0.013,0.046,0.001,0.006,0.0,0.002,0.0,0.001,None,0.001
767,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.86117,80.83882,0.0951,0.0693,0.985,0.013,0.046,0.001,0.01,0.0,0.004,0.0,0.005,None,0.001
768,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.08882,0.0993,0.0781,0.979,0.019,0.064,0.002,0.01,0.0,0.003,0.0,0.002,None,0.002
769,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.08617,83.38882,0.0996,0.0726,0.983,0.015,0.053,0.001,0.01,0.0,0.004,0.0,0.004,None,0.001
770,Timber,W_WWD_LWAL_DNO_H1,28.48617,81.43882,0.1018,0.0719,0.921,0.073,0.123,0.005,0.016,0.001,0.004,0.0,0.003,None,0.006
771,Timber,W_WWD_LWAL_DNO_H1,30.36117,81.51382,0.1041,0.0795,0.919,0.073,0.124,0.005,0.02,0.001,0.008,0.001,0.013,None,0.006
772,Timber,W_WWD_LWAL_DNO_H1,29.23617,84.06382,0.0976,0.075,0.929,0.065,0.118,0.005,0.021,0.001,0.007,0.001,0.006,None,0.006
773,Timber,W_WWD_LWAL_DNO_H1,29.16117,82.78882,0.1015,0.0723,0.922,0.072,0.122,0.005,0.017,0.001,0.005,0.001,0.004,None,0.006
774,Timber,W_WWD_LWAL_DNO_H1,28.41117,84.21382,0.0984,0.0814,0.925,0.066,0.124,0.006,0.024,0.001,0.008,0.001,0.009,None,0.006
775,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.76382,0.1013,0.0823,0.921,0.07,0.125,0.006,0.024,0.002,0.009,0.001,0.009,None,0.007
776,Timber,W_WWD_LWAL_DNO_H1,28.78617,83.91382,0.1032,0.084,0.917,0.074,0.131,0.007,0.025,0.002,0.008,0.001,0.008,None,0.007
777,Timber,W_WWD_LWAL_DNO_H1,29.16117,83.31382,0.1074,0.0897,0.907,0.082,0.138,0.008,0.027,0.002,0.009,0.001,0.009,None,0.008
778,Timber,W_WWD_LWAL_DNO_H1,29.76117,81.58882,0.0989,0.0738,0.925,0.068,0.124,0.005,0.018,0.001,0.005,0.001,0.004,None,0.006
779,Timber,W_WWD_LWAL_DNO_H1,27.73617,82.71382,0.0964,0.0725,0.932,0.062,0.115,0.005,0.019,0.001,0.006,0.001,0.005,None,0.005
780,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.98882,0.1032,0.0873,0.918,0.072,0.129,0.007,0.026,0.002,0.01,0.001,0.013,None,0.007
781,Timber,W_WWD_LWAL_DNO_H1,30.21117,81.96382,0.1015,0.0762,0.919,0.074,0.129,0.006,0.019,0.001,0.005,0.001,0.003,None,0.006
782,Timber,W_WWD_LWAL_DNO_H1,28.41117,85.11382,0.1037,0.0746,0.918,0.075,0.125,0.005,0.018,0.001,0.006,0.001,0.005,None,0.006
783,Timber,W_WWD_LWAL_DNO_H1,29.83617,81.36382,0.1014,0.073,0.92,0.073,0.125,0.005,0.017,0.001,0.004,0.001,0.003,None,0.006
784,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.76382,0.1024,0.0757,0.92,0.073,0.124,0.005,0.02,0.001,0.006,0.001,0.005,None,0.006
785,Timber,W_WWD_LWAL_DNO_H1,29.53617,83.01382,0.1013,0.0773,0.922,0.071,0.118,0.005,0.021,0.001,0.008,0.001,0.008,None,0.006
786,Timber,W_WWD_LWAL_DNO_H1,29.91117,81.73882,0.1009,0.0831,0.92,0.071,0.126,0.006,0.023,0.001,0.009,0.001,0.011,None,0.007
787,Timber,W_WWD_LWAL_DNO_H1,27.66117,87.43882,0.0976,0.0746,0.929,0.065,0.114,0.004,0.017,0.001,0.007,0.001,0.011,None,0.005
788,Timber,W_WWD_LWAL_DNO_H1,27.51117,88.03882,0.1071,0.0863,0.914,0.076,0.126,0.007,0.026,0.002,0.01,0.001,0.012,None,0.007
789,Timber,W_WWD_LWAL_DNO_H1,30.13617,81.73882,0.1089,0.0763,0.909,0.083,0.127,0.005,0.018,0.001,0.006,0.001,0.008,None,0.007
790,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.53882,0.1042,0.0805,0.917,0.075,0.126,0.006,0.022,0.001,0.008,0.001,0.009,None,0.007
791,Timber,W_WWD_LWAL_DNO_H1,27.73617,86.53882,0.1037,0.0781,0.917,0.075,0.129,0.006,0.021,0.001,0.006,0.001,0.006,None,0.006
792,Timber,W_WWD_LWAL_DNO_H1,29.98617,82.33882,0.1023,0.0787,0.919,0.073,0.129,0.006,0.022,0.001,0.006,0.001,0.005,None,0.006
793,Timber,W_WWD_LWAL_DNO_H1,29.46117,81.88882,0.1042,0.0836,0.915,0.076,0.127,0.006,0.024,0.001,0.009,0.001,0.01,None,0.007
794,Timber,W_WWD_LWAL_DNO_H1,27.96117,86.61382,0.1033,0.0826,0.918,0.072,0.129,0.007,0.025,0.002,0.008,0.001,0.007,None,0.007
795,Timber,W_WWD_LWAL_DNO_H1,27.66117,86.91382,0.0994,0.0745,0.922,0.071,0.125,0.005,0.018,0.001,0.005,0.001,0.003,None,0.006
796,Timber,W_WWD_LWAL_DNO_H1,27.96117,86.61382,0.1052,0.0802,0.914,0.077,0.131,0.006,0.023,0.001,0.007,0.001,0.005,None,0.007
797,Timber,W_WWD_LWAL_DNO_H1,27.66117,86.91382,0.0973,0.0696,0.93,0.064,0.116,0.004,0.017,0.001,0.005,0.001,0.004,None,0.005
798,Timber,W_WWD_LWAL_DNO_H1,27.96117,86.61382,0.1068,0.0896,0.912,0.077,0.131,0.007,0.028,0.002,0.01,0.002,0.012,None,0.008
